COHORTE,PERÍODO ACADÉMICO CURSA,SEDE,CAMPUS,CARRERA,ÁREA,MODALIDAD,TIPO PROYECTOEDUCATIVO,NRO ALUMNOS
2018 - 2018,2019 - 2020,GUAYAQUIL,CENTENARIO,MECATRÓNICA,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,122
2018 - 2018,2019 - 2020,GUAYAQUIL,CENTENARIO,TELECOMUNICACIONES,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,44
2018 - 2018,2019 - 2020,GUAYAQUIL,MARIA AUXILIADORA,ADMINISTRACIÓN DE EMPRESAS,CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS,PRESENCIAL,NUEVA O REDISEÑO,14
2018 - 2018,2019 - 2020,GUAYAQUIL,MARIA AUXILIADORA,PSICOLOGÍA,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO HUMANO,PRESENCIAL,NUEVA O REDISEÑO,142
2018 - 2018,2019 - 2020,MATRIZ CUENCA,EL VECINO,ADMINISTRACIÓN DE EMPRESAS,CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS,PRESENCIAL,NUEVA O REDISEÑO,17
2018 - 2018,2019 - 2020,MATRIZ CUENCA,EL VECINO,BIOTECNOLOGÍA,CIENCIAS DE LA VIDA,PRESENCIAL,NUEVA O REDISEÑO,22
2018 - 2018,2019 - 2020,MATRIZ CUENCA,EL VECINO,COMPUTACIÓN,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,7
2018 - 2018,2019 - 2020,MATRIZ CUENCA,EL VECINO,CONTABILIDAD Y AUDITORÍA,CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS,PRESENCIAL,NUEVA O REDISEÑO,14
2018 - 2018,2019 - 2020,MATRIZ CUENCA,EL VECINO,ELECTRICIDAD,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,21
2018 - 2018,2019 - 2020,MATRIZ CUENCA,EL VECINO,ELECTRÓNICA Y AUTOMATIZACIÓN,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,14
2018 - 2018,2019 - 2020,MATRIZ CUENCA,EL VECINO,INGENIERÍA AMBIENTAL,CIENCIAS DE LA VIDA,PRESENCIAL,NUEVA O REDISEÑO,8
2018 - 2018,2019 - 2020,MATRIZ CUENCA,EL VECINO,INGENIERÍA AUTOMOTRIZ,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,32
2018 - 2018,2019 - 2020,MATRIZ CUENCA,EL VECINO,INGENIERÍA INDUSTRIAL,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,5
2018 - 2018,2019 - 2020,MATRIZ CUENCA,EL VECINO,MECÁNICA,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,4
2018 - 2018,2019 - 2020,MATRIZ CUENCA,EL VECINO,MECATRÓNICA,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,7
2018 - 2018,2019 - 2020,MATRIZ CUENCA,EL VECINO,MEDICINA VETERINARIA,CIENCIAS DE LA VIDA,PRESENCIAL,NUEVA O REDISEÑO,8
2018 - 2018,2019 - 2020,MATRIZ CUENCA,EL VECINO,PEDAGOGÍA DE LA ACTIVIDAD FISICA Y DEPORTE,EDUCACION,PRESENCIAL,NUEVA O REDISEÑO,10
2018 - 2018,2019 - 2020,MATRIZ CUENCA,EL VECINO,PSICOLOGÍA,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO HUMANO,PRESENCIAL,NUEVA O REDISEÑO,13
2018 - 2018,2019 - 2020,MATRIZ CUENCA,EL VECINO,TELECOMUNICACIONES,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,7
2018 - 2018,2019 - 2020,MATRIZ CUENCA,EL VECINO,TEOLOGÍA,RAZÓN Y FE,EN LINEA,NUEVA O REDISEÑO,10
2018 - 2018,2019 - 2020,QUITO,EL GIRÓN,ADMINISTRACIÓN DE EMPRESAS,CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS,PRESENCIAL,NUEVA O REDISEÑO,62
2018 - 2018,2019 - 2020,QUITO,EL GIRÓN,BIOTECNOLOGÍA,CIENCIAS DE LA VIDA,PRESENCIAL,NUEVA O REDISEÑO,49
2018 - 2018,2019 - 2020,QUITO,EL GIRÓN,COMUNICACIÓN,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO HUMANO,PRESENCIAL,NUEVA O REDISEÑO,46
2018 - 2018,2019 - 2020,QUITO,EL GIRÓN,CONTABILIDAD Y AUDITORÍA,CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS,PRESENCIAL,NUEVA O REDISEÑO,74
2018 - 2018,2019 - 2020,QUITO,EL GIRÓN,EDUCACIÓN BÁSICA,EDUCACION,PRESENCIAL,NUEVA O REDISEÑO,16
2018 - 2018,2019 - 2020,QUITO,EL GIRÓN,EDUCACIÓN INICIAL,EDUCACION,PRESENCIAL,NUEVA O REDISEÑO,26
2018 - 2018,2019 - 2020,QUITO,EL GIRÓN,FILOSOFÍA,HUMANIDADES,PRESENCIAL,NUEVA O REDISEÑO,3
2018 - 2018,2019 - 2020,QUITO,EL GIRÓN,GERENCIA Y LIDERAZGO,CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS,PRESENCIAL,NUEVA O REDISEÑO,17
2018 - 2018,2019 - 2020,QUITO,EL GIRÓN,PSICOLOGÍA,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO HUMANO,PRESENCIAL,NUEVA O REDISEÑO,138
2018 - 2018,2019 - 2020,QUITO,SUR,COMPUTACIÓN,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,14
2018 - 2018,2019 - 2020,QUITO,SUR,ELECTRICIDAD,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,29
2018 - 2018,2019 - 2020,QUITO,SUR,ELECTRÓNICA Y AUTOMATIZACIÓN,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,23
2018 - 2018,2019 - 2020,QUITO,SUR,INGENIERÍA AMBIENTAL,CIENCIAS DE LA VIDA,PRESENCIAL,NUEVA O REDISEÑO,21
2018 - 2018,2019 - 2020,QUITO,SUR,INGENIERÍA AUTOMOTRIZ,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,57
2018 - 2018,2019 - 2020,QUITO,SUR,INGENIERÍA CIVIL,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,50
2018 - 2018,2019 - 2020,QUITO,SUR,MECÁNICA,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,26
2018 - 2018,2019 - 2020,QUITO,SUR,MECATRÓNICA,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,17
2018 - 2018,2019 - 2020,QUITO,SUR,TELECOMUNICACIONES,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,11
2018 - 2018,2020 - 2020,GUAYAQUIL,CENTENARIO,ADMINISTRACIÓN DE EMPRESAS,CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS,PRESENCIAL,NUEVA O REDISEÑO,125
2018 - 2018,2020 - 2020,GUAYAQUIL,CENTENARIO,COMPUTACIÓN,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,72
2018 - 2018,2020 - 2020,GUAYAQUIL,CENTENARIO,COMUNICACIÓN,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO HUMANO,PRESENCIAL,NUEVA O REDISEÑO,37
2018 - 2018,2020 - 2020,GUAYAQUIL,CENTENARIO,CONTABILIDAD Y AUDITORÍA,CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS,PRESENCIAL,NUEVA O REDISEÑO,114
2018 - 2018,2020 - 2020,GUAYAQUIL,CENTENARIO,ELECTRICIDAD,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,58
2018 - 2018,2020 - 2020,GUAYAQUIL,CENTENARIO,ELECTRÓNICA Y AUTOMATIZACIÓN,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,35
2018 - 2018,2020 - 2020,GUAYAQUIL,CENTENARIO,INGENIERÍA AUTOMOTRIZ,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,57
2018 - 2018,2020 - 2020,GUAYAQUIL,CENTENARIO,INGENIERÍA INDUSTRIAL,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,139
2018 - 2018,2020 - 2020,GUAYAQUIL,CENTENARIO,MECATRÓNICA,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,92
2018 - 2018,2020 - 2020,GUAYAQUIL,CENTENARIO,TELECOMUNICACIONES,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,30
2018 - 2018,2020 - 2020,GUAYAQUIL,MARIA AUXILIADORA,ADMINISTRACIÓN DE EMPRESAS,CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS,PRESENCIAL,NUEVA O REDISEÑO,12
2018 - 2018,2020 - 2020,GUAYAQUIL,MARIA AUXILIADORA,PSICOLOGÍA,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO HUMANO,PRESENCIAL,NUEVA O REDISEÑO,118
2018 - 2018,2020 - 2020,MATRIZ CUENCA,EL VECINO,ADMINISTRACIÓN DE EMPRESAS,CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS,PRESENCIAL,NUEVA O REDISEÑO,16
2018 - 2018,2020 - 2020,MATRIZ CUENCA,EL VECINO,BIOTECNOLOGÍA,CIENCIAS DE LA VIDA,PRESENCIAL,NUEVA O REDISEÑO,18
2018 - 2018,2020 - 2020,MATRIZ CUENCA,EL VECINO,COMPUTACIÓN,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,5
2018 - 2018,2020 - 2020,MATRIZ CUENCA,EL VECINO,CONTABILIDAD Y AUDITORÍA,CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS,PRESENCIAL,NUEVA O REDISEÑO,10
2018 - 2018,2020 - 2020,MATRIZ CUENCA,EL VECINO,ELECTRICIDAD,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,19
2018 - 2018,2020 - 2020,MATRIZ CUENCA,EL VECINO,ELECTRÓNICA Y AUTOMATIZACIÓN,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,12
2018 - 2018,2020 - 2020,MATRIZ CUENCA,EL VECINO,INGENIERÍA AMBIENTAL,CIENCIAS DE LA VIDA,PRESENCIAL,NUEVA O REDISEÑO,6
2018 - 2018,2020 - 2020,MATRIZ CUENCA,EL VECINO,INGENIERÍA AUTOMOTRIZ,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,20
2018 - 2018,2020 - 2020,MATRIZ CUENCA,EL VECINO,INGENIERÍA INDUSTRIAL,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,5
2018 - 2018,2020 - 2020,MATRIZ CUENCA,EL VECINO,MECÁNICA,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,4
2018 - 2018,2020 - 2020,MATRIZ CUENCA,EL VECINO,MECATRÓNICA,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,3
2018 - 2018,2020 - 2020,MATRIZ CUENCA,EL VECINO,MEDICINA VETERINARIA,CIENCIAS DE LA VIDA,PRESENCIAL,NUEVA O REDISEÑO,7
2018 - 2018,2020 - 2020,MATRIZ CUENCA,EL VECINO,PEDAGOGÍA DE LA ACTIVIDAD FISICA Y DEPORTE,EDUCACION,PRESENCIAL,NUEVA O REDISEÑO,10
2018 - 2018,2020 - 2020,MATRIZ CUENCA,EL VECINO,PSICOLOGÍA,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO HUMANO,PRESENCIAL,NUEVA O REDISEÑO,11
2018 - 2018,2020 - 2020,MATRIZ CUENCA,EL VECINO,TELECOMUNICACIONES,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,5
2018 - 2018,2020 - 2020,MATRIZ CUENCA,EL VECINO,TEOLOGÍA,RAZÓN Y FE,EN LINEA,NUEVA O REDISEÑO,8
2018 - 2018,2020 - 2020,QUITO,EL GIRÓN,ADMINISTRACIÓN DE EMPRESAS,CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS,PRESENCIAL,NUEVA O REDISEÑO,53
2018 - 2018,2020 - 2020,QUITO,EL GIRÓN,BIOTECNOLOGÍA,CIENCIAS DE LA VIDA,PRESENCIAL,NUEVA O REDISEÑO,46
2018 - 2018,2020 - 2020,QUITO,EL GIRÓN,COMUNICACIÓN,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO HUMANO,PRESENCIAL,NUEVA O REDISEÑO,42
2018 - 2018,2020 - 2020,QUITO,EL GIRÓN,CONTABILIDAD Y AUDITORÍA,CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS,PRESENCIAL,NUEVA O REDISEÑO,67
2018 - 2018,2020 - 2020,QUITO,EL GIRÓN,EDUCACIÓN BÁSICA,EDUCACION,PRESENCIAL,NUEVA O REDISEÑO,15
2018 - 2018,2020 - 2020,QUITO,EL GIRÓN,EDUCACIÓN INICIAL,EDUCACION,PRESENCIAL,NUEVA O REDISEÑO,23
2018 - 2018,2020 - 2020,QUITO,EL GIRÓN,FILOSOFÍA,HUMANIDADES,PRESENCIAL,NUEVA O REDISEÑO,2
2018 - 2018,2020 - 2020,QUITO,EL GIRÓN,GERENCIA Y LIDERAZGO,CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS,PRESENCIAL,NUEVA O REDISEÑO,15
2018 - 2018,2020 - 2020,QUITO,EL GIRÓN,PSICOLOGÍA,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO HUMANO,PRESENCIAL,NUEVA O REDISEÑO,127
2018 - 2018,2020 - 2020,QUITO,SUR,COMPUTACIÓN,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,13
2018 - 2018,2020 - 2020,QUITO,SUR,ELECTRICIDAD,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,27
2018 - 2018,2020 - 2020,QUITO,SUR,ELECTRÓNICA Y AUTOMATIZACIÓN,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,22
2018 - 2018,2020 - 2020,QUITO,SUR,INGENIERÍA AMBIENTAL,CIENCIAS DE LA VIDA,PRESENCIAL,NUEVA O REDISEÑO,20
2018 - 2018,2020 - 2020,QUITO,SUR,INGENIERÍA AUTOMOTRIZ,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,48
2018 - 2018,2020 - 2020,QUITO,SUR,INGENIERÍA CIVIL,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,40
2018 - 2018,2020 - 2020,QUITO,SUR,MECÁNICA,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,22
2018 - 2018,2020 - 2020,QUITO,SUR,MECATRÓNICA,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,14
2018 - 2018,2020 - 2020,QUITO,SUR,TELECOMUNICACIONES,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,10
2018 - 2018,2020 - 2021,GUAYAQUIL,CENTENARIO,ADMINISTRACIÓN DE EMPRESAS,CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS,PRESENCIAL,NUEVA O REDISEÑO,131
2018 - 2018,2020 - 2021,GUAYAQUIL,CENTENARIO,COMPUTACIÓN,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,73
2018 - 2018,2020 - 2021,GUAYAQUIL,CENTENARIO,COMUNICACIÓN,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO HUMANO,PRESENCIAL,NUEVA O REDISEÑO,43
2018 - 2018,2020 - 2021,GUAYAQUIL,CENTENARIO,CONTABILIDAD Y AUDITORÍA,CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS,PRESENCIAL,NUEVA O REDISEÑO,119
2018 - 2018,2020 - 2021,GUAYAQUIL,CENTENARIO,ELECTRICIDAD,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,62
2018 - 2018,2020 - 2021,GUAYAQUIL,CENTENARIO,ELECTRÓNICA Y AUTOMATIZACIÓN,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,42
2018 - 2018,2020 - 2021,GUAYAQUIL,CENTENARIO,INGENIERÍA AUTOMOTRIZ,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,58
2018 - 2018,2020 - 2021,GUAYAQUIL,CENTENARIO,INGENIERÍA INDUSTRIAL,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,142
2018 - 2018,2020 - 2021,GUAYAQUIL,CENTENARIO,MECATRÓNICA,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,106
2018 - 2018,2020 - 2021,GUAYAQUIL,CENTENARIO,TELECOMUNICACIONES,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,37
2018 - 2018,2020 - 2021,GUAYAQUIL,MARIA AUXILIADORA,ADMINISTRACIÓN DE EMPRESAS,CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS,PRESENCIAL,NUEVA O REDISEÑO,15
2018 - 2018,2020 - 2021,GUAYAQUIL,MARIA AUXILIADORA,PSICOLOGÍA,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO HUMANO,PRESENCIAL,NUEVA O REDISEÑO,126
2018 - 2018,2020 - 2021,MATRIZ CUENCA,EL VECINO,ADMINISTRACIÓN DE EMPRESAS,CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS,PRESENCIAL,NUEVA O REDISEÑO,15
2018 - 2018,2020 - 2021,MATRIZ CUENCA,EL VECINO,BIOTECNOLOGÍA,CIENCIAS DE LA VIDA,PRESENCIAL,NUEVA O REDISEÑO,18
2018 - 2018,2020 - 2021,MATRIZ CUENCA,EL VECINO,COMPUTACIÓN,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,4
2018 - 2018,2020 - 2021,MATRIZ CUENCA,EL VECINO,CONTABILIDAD Y AUDITORÍA,CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS,PRESENCIAL,NUEVA O REDISEÑO,11
2018 - 2018,2020 - 2021,MATRIZ CUENCA,EL VECINO,ELECTRICIDAD,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,17
2018 - 2018,2020 - 2021,MATRIZ CUENCA,EL VECINO,ELECTRÓNICA Y AUTOMATIZACIÓN,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,11
2018 - 2018,2020 - 2021,MATRIZ CUENCA,EL VECINO,INGENIERÍA AMBIENTAL,CIENCIAS DE LA VIDA,PRESENCIAL,NUEVA O REDISEÑO,6
2018 - 2018,2020 - 2021,MATRIZ CUENCA,EL VECINO,INGENIERÍA AUTOMOTRIZ,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,19
2018 - 2018,2020 - 2021,MATRIZ CUENCA,EL VECINO,INGENIERÍA INDUSTRIAL,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,5
2018 - 2018,2020 - 2021,MATRIZ CUENCA,EL VECINO,MECÁNICA,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,4
2018 - 2018,2020 - 2021,MATRIZ CUENCA,EL VECINO,MECATRÓNICA,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,4
2018 - 2018,2020 - 2021,MATRIZ CUENCA,EL VECINO,MEDICINA VETERINARIA,CIENCIAS DE LA VIDA,PRESENCIAL,NUEVA O REDISEÑO,7
2018 - 2018,2020 - 2021,MATRIZ CUENCA,EL VECINO,PEDAGOGÍA DE LA ACTIVIDAD FISICA Y DEPORTE,EDUCACION,PRESENCIAL,NUEVA O REDISEÑO,9
2018 - 2018,2020 - 2021,MATRIZ CUENCA,EL VECINO,PSICOLOGÍA,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO HUMANO,PRESENCIAL,NUEVA O REDISEÑO,10
2018 - 2018,2020 - 2021,MATRIZ CUENCA,EL VECINO,TELECOMUNICACIONES,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,7
2018 - 2018,2020 - 2021,MATRIZ CUENCA,EL VECINO,TEOLOGÍA,RAZÓN Y FE,EN LINEA,NUEVA O REDISEÑO,10
2018 - 2018,2020 - 2021,QUITO,EL GIRÓN,ADMINISTRACIÓN DE EMPRESAS,CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS,PRESENCIAL,NUEVA O REDISEÑO,51
2018 - 2018,2020 - 2021,QUITO,EL GIRÓN,BIOTECNOLOGÍA,CIENCIAS DE LA VIDA,PRESENCIAL,NUEVA O REDISEÑO,46
2018 - 2018,2020 - 2021,QUITO,EL GIRÓN,COMUNICACIÓN,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO HUMANO,PRESENCIAL,NUEVA O REDISEÑO,39
2018 - 2018,2020 - 2021,QUITO,EL GIRÓN,CONTABILIDAD Y AUDITORÍA,CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS,PRESENCIAL,NUEVA O REDISEÑO,68
2018 - 2018,2020 - 2021,QUITO,EL GIRÓN,EDUCACIÓN BÁSICA,EDUCACION,PRESENCIAL,NUEVA O REDISEÑO,16
2018 - 2018,2020 - 2021,QUITO,EL GIRÓN,EDUCACIÓN INICIAL,EDUCACION,PRESENCIAL,NUEVA O REDISEÑO,22
2018 - 2018,2020 - 2021,QUITO,EL GIRÓN,FILOSOFÍA,HUMANIDADES,PRESENCIAL,NUEVA O REDISEÑO,1
2018 - 2018,2020 - 2021,QUITO,EL GIRÓN,GERENCIA Y LIDERAZGO,CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS,PRESENCIAL,NUEVA O REDISEÑO,15
2018 - 2018,2020 - 2021,QUITO,EL GIRÓN,PSICOLOGÍA,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO HUMANO,PRESENCIAL,NUEVA O REDISEÑO,122
2018 - 2018,2020 - 2021,QUITO,SUR,COMPUTACIÓN,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,11
2018 - 2018,2020 - 2021,QUITO,SUR,ELECTRICIDAD,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,29
2018 - 2018,2020 - 2021,QUITO,SUR,ELECTRÓNICA Y AUTOMATIZACIÓN,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,22
2018 - 2018,2020 - 2021,QUITO,SUR,INGENIERÍA AMBIENTAL,CIENCIAS DE LA VIDA,PRESENCIAL,NUEVA O REDISEÑO,21
2018 - 2018,2020 - 2021,QUITO,SUR,INGENIERÍA AUTOMOTRIZ,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,48
2018 - 2018,2020 - 2021,QUITO,SUR,INGENIERÍA CIVIL,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,46
2018 - 2018,2020 - 2021,QUITO,SUR,MECÁNICA,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,23
2018 - 2018,2020 - 2021,QUITO,SUR,MECATRÓNICA,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,15
2018 - 2018,2020 - 2021,QUITO,SUR,TELECOMUNICACIONES,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,11
2018 - 2018,2021 - 2021,GUAYAQUIL,CENTENARIO,ADMINISTRACIÓN DE EMPRESAS,CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS,PRESENCIAL,NUEVA O REDISEÑO,131
2018 - 2018,2021 - 2021,GUAYAQUIL,CENTENARIO,COMPUTACIÓN,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,70
2018 - 2018,2021 - 2021,GUAYAQUIL,CENTENARIO,COMUNICACIÓN,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO HUMANO,PRESENCIAL,NUEVA O REDISEÑO,37
2018 - 2018,2021 - 2021,GUAYAQUIL,CENTENARIO,CONTABILIDAD Y AUDITORÍA,CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS,PRESENCIAL,NUEVA O REDISEÑO,114
2018 - 2018,2021 - 2021,GUAYAQUIL,CENTENARIO,ELECTRICIDAD,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,54
2018 - 2018,2021 - 2021,GUAYAQUIL,CENTENARIO,ELECTRÓNICA Y AUTOMATIZACIÓN,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,37
2018 - 2018,2021 - 2021,GUAYAQUIL,CENTENARIO,INGENIERÍA AUTOMOTRIZ,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,51
2018 - 2018,2021 - 2021,GUAYAQUIL,CENTENARIO,INGENIERÍA INDUSTRIAL,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,135
2018 - 2018,2021 - 2021,GUAYAQUIL,CENTENARIO,MECATRÓNICA,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,94
2018 - 2018,2021 - 2021,GUAYAQUIL,CENTENARIO,TELECOMUNICACIONES,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,34
2018 - 2018,2021 - 2021,GUAYAQUIL,MARIA AUXILIADORA,ADMINISTRACIÓN DE EMPRESAS,CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS,PRESENCIAL,NUEVA O REDISEÑO,15
2018 - 2018,2021 - 2021,GUAYAQUIL,MARIA AUXILIADORA,PSICOLOGÍA,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO HUMANO,PRESENCIAL,NUEVA O REDISEÑO,124
2018 - 2018,2021 - 2021,MATRIZ CUENCA,EL VECINO,ADMINISTRACIÓN DE EMPRESAS,CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS,PRESENCIAL,NUEVA O REDISEÑO,15
2018 - 2018,2021 - 2021,MATRIZ CUENCA,EL VECINO,BIOTECNOLOGÍA,CIENCIAS DE LA VIDA,PRESENCIAL,NUEVA O REDISEÑO,16
2018 - 2018,2021 - 2021,MATRIZ CUENCA,EL VECINO,COMPUTACIÓN,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,5
2018 - 2018,2021 - 2021,MATRIZ CUENCA,EL VECINO,CONTABILIDAD Y AUDITORÍA,CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS,PRESENCIAL,NUEVA O REDISEÑO,8
2018 - 2018,2021 - 2021,MATRIZ CUENCA,EL VECINO,ELECTRICIDAD,CIENCIA Y TECNOLOGÍA,PRESENCIAL,NUEVA O REDISEÑO,12
